Group	AD	AD	AD	AD	AP	AP	AP	AP	AP	AP	CON	CON	CON	CON	CON	CON
Taxon	AD1	AD5	AD6	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0	0.001267711	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.000894855	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0.002311708	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__uncultured_bacterium	0.001789709	0	0	0.001043997	0.001267711	0	0.001118568	0	0.001715138	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__uncultured|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223714
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__uncultured_Clostridiales	0.072706935	0	0	0.024310216	0.003877703	0.00186428	0.052572707	0.006860552	0	0.002684564	0.112080537	0	0.019164802	0.002908277	0.001342282	0.02453393
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group	0	0	0	0	0	0	0	0	0	0	0	0.000223714	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Clostridiales_bacterium	0	0	0	0.00186428	0	0.000745712	0.000745712	0.002311708	0	0.000820283	0	0	0.001342282	0	0	0.000223714
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter|s__uncultured_bacterium	0.006413125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001118568
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0.00059657	0.000521999	0.001640567	0.001416853	0.00059657	0	0.000894855	0	0	0.000298285	0	0	0.000894855	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__uncultured	0	0	0.000894855	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.001043997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	7.46E-05	0	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0.002982849	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.139299031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli	0.08463833	0.206413125	0.140715884	0.180089485	0.105219985	0.068232662	0.099328859	0.135197614	0.16196868	0.056897837	0.001118568	0	0.058389262	0.088068606	0.052274422	0.013124534
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__uncultured|s__uncultured_bacterium	0.001193139	0	0	0	0.000820283	0.001640567	0.001416853	0	0	0.003430276	0.003131991	0	0.004250559	0.004250559	0	0.000820283
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	7.46E-05	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.002087994	0	0	0	0	0	0	0	0	0.001043997	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0	0.001565996	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0.000223714	0.000223714	0	0.000149142	0	0	0	0	0	0	0.000298285	0	0.000894855	0.000223714	0.00059657
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.006562267	0	0	0.002013423	0	0	0	0	0	0.000447427
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1819|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__unidentified	0	0.000372856	0	0	0.001193139	0	7.46E-05	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__Christensenellaceae|s__Christensenella_sp.	0	0	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0
d__Bacteria	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.00059657	0	0	0	0	0	0	0	0	0	0	0	0.001118568	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group|g__Clostridia_vadinBB60_group	0	0	0	0	0.00059657	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli	0	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae	0	0	0	0	0	0	0	0	0	0	0.001043997	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0.000671141	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__uncultured_bacterium	0	0.00551827	0.014168531	0.002311708	0	0.002386279	0.001715138	0	0.001342282	0.008277405	0.00432513	0.000671141	0.010663684	0.000894855	0.003131991	0.003281133
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0.002386279	0	0	0	0	0	0	0.005891126	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__ASF356|s__uncultured_Clostridiales	0	0	0	0	0	0	0	0	0	0.000149142	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0	0	0.000372856	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0.003355705	0	0	0	0.001491424	0	0.001416853	0	0	0.000745712	0.001342282
d__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_bacterium	0	0	0	0	0	0.000149142	0	7.46E-05	0	0	0	0.000745712	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UCG-009	0	0	0	0	0	0.000521999	0.00186428	0	0	0	0.001565996	0	0	0	0	7.46E-05
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.002535421	0	0	0.001118568	0.001342282	0	0.003206562	0	0.001118568	0.001193139	0.00186428	0.001491424	0.001565996	0.001267711	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__[Eubacterium]_coprostanoligenes_group|g__[Eubacterium]_coprostanoligenes_group	0	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.000372856	0	0	0	0	0.000969426	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0.001416853	0	0	0	0	0	0	0	0	0	0	0.000969426	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000298285	0	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__uncultured_bacterium	0	0	0.001416853	0	0	0	0.000447427	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group	0.001491424	0	0	0	0	0	0	0	0	0	0.001118568	0	0	0	0	0.001043997
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0	0.00432513	0	0	0	0	0.00059657	0.001193139	0.000149142	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0.00059657	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0	0.000149142
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0	0	0	0.000447427	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1819|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0.000223714	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae	0	0	0	0	0	0	0	0	0.000223714	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Peptoclostridium|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0.00059657	0	0	0	0	0
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae|s__uncultured_Bacteroidales	0	0	0	0.000894855	0	0.001715138	0.001491424	0	0.000372856	0.001416853	0	0.000149142	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.002162565	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0.000820283	0.001342282	0.004026846	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_NK4A136_group|s__uncultured_bacterium	0.032438479	0	0.00917226	0.002237136	0	0	0	0.00611484	0	0.009023117	0	0	0	0	0	0.000372856
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__uncultured_bacterium	0	0	0.001267711	0	0.000298285	0	0.000223714	0.000894855	0	0.000894855	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0	0.000671141	0	0	0.000372856	0.00186428	0.002609993	0	0.001118568	0.002535421	0.003206562	0	0.00246085	0.001193139	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Eubacterium]_xylanophilum_group|s__uncultured_bacterium	0.028709918	0.001118568	0.012155108	0.003877703	0	0	0	0.002759135	0.001938852	0	0.017002237	0	0.004847129	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia|s__uncultured_bacterium	0	0	0	0	0.000671141	0	0.000969426	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0.003579418	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002087994	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0.000820283	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0	0	0	0	0	0	0	0.000298285	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.000372856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__uncultured	0.000372856	0	0	0	0	0	0.000745712	0	0	0	0.000894855	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014|g__Clostridia_UCG-014|s__unidentified	0	0	0	0	0	0	0	0	0	0	0.00246085	0	0	0.001491424	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0	0	0	0	0	0	0	0	0	0	7.46E-05	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Oscillibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000820283
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia-Shigella	0.000521999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
